ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
549,CHA,History,12,"Invasion of Ghostly Ghouls - pretty self-explanatory historical event. Undead army raised by some unnamed lich. It broke the Azers, and left a collection of Underdwarf settlements in their stead.",,Invasion des Goules spectrales - événement historique assez explicite. Armée morte-vivante levée par une liche anonyme. Elle brisa les Azers et laissa à leur place un ensemble de colonies de Nains des profondeurs.
550,WIS,Folk,16,Underdwarf - the dwarves of the Undercoast. Their own term for it would be 'Glôddvaerg'.,,Nain des profondeurs - les nains de la Sous-Côte. Leur propre terme serait « Gloddvaerg ».
551,INT,Geography,20,Stenstrup - you have heard of it.,,Stenstrup - tu en as entendu parler.
552,CHA,City,15,"Astrid Timberholm - an old noblewoman who was in all the papers a year back. She had lived with a horde of strange mimics for several years, and everyone just thought she was crazy. Eventually, the Pest Control Guild took care of it, and it made for one hell of a story.",,"Astrid Timberholm - vieille noble dont tous les journaux parlaient l'an dernier. Elle avait vécu plusieurs années avec une horde d'étranges mimiques, et tout le monde pensait juste qu'elle était folle. Finalement, la Guilde de dératisation s'en est occupée, et ça a fait une sacrée histoire."
553,INT,Spells,10,"Raise Dead - a fifth level necromancy spell. It raises a creature from the dead, if the time of passing is within ten days. It is a highly sought after spell these days, and very few are able to cast it.",,"Rappel à la vie - sort de nécromancie de cinquième niveau. Il relève une créature d'entre les morts, si son décès remonte à moins de dix jours. C'est un sort très recherché de nos jours, et très peu sont capables de le lancer."
554,INT,City,8,"Bronzebanner University - the largest public scholarly facility in Norvik. Supported by the state, and often the location of political upheaval these days, due to student protests.",,"Université Bronzebanner - plus grand établissement savant public de Norvik. Soutenu par l'État, et souvent lieu de troubles politiques ces temps-ci à cause des manifestations étudiantes."
555,INT,History,12,"Great Consolidation - an event that took place during the mid-Arcane Era, and lasted approximately fifty years. Arcanists, in need of more manpower, organized mass immigrations from all corners of the Coast. All humans, of any origin, were invited to join the various great magocratic cities.",,"Grande Consolidation - événement du milieu de l'Ère arcanique, qui dura environ cinquante ans. Les arcanistes, ayant besoin de plus de main-d'oeuvre, organisèrent des immigrations massives depuis tous les coins de la Côte. Tous les humains, de toute origine, furent invités à rejoindre les différentes grandes cités magocratiques."
556,WIS,Folk,10,"Japanese - the mysterious human people of Ym, who live in an isolated kingdom upon great plateaus, deep inland.",,"Japonais - mystérieux peuple humain d'Ym, vivant dans un royaume isolé sur de grands plateaux, loin à l'intérieur des terres."
557,CHA,"Language, Literature",8,"Samurai - the coolest thing ever, according to yourself when you were ten years old.",,"Samouraï - le truc le plus cool du monde, selon toi quand tu avais dix ans."
558,INT,"History, Literature",10,"Samurai - a mythical warrior caste within the mysterious Japanese culture. Little is known about them, but that hasn't stopped anyone from speculating about their origins in magazine serials.",,"Samouraï - caste guerrière mythique de la mystérieuse culture japonaise. On en sait peu sur eux, mais ça n'a jamais empêché personne de spéculer sur leurs origines dans les feuilletons de magazine."
559,INT,Spells,14,"Fly - a third level transmutation spell. Causes the target to move themselves freely in all directions, ignoring any gravitational laws. The speeds one can reach with this spell are quite intense, and have killed many a wizard over the years.",,"Vol - sort de transmutation de troisième niveau. Il permet à la cible de se déplacer librement dans toutes les directions, sans tenir compte des lois gravitationnelles. Les vitesses atteintes avec ce sort peuvent être très intenses, et ont tué bien des magiciens au fil des ans."
560,CHA,Literature,10,Goodie-gold-grove - a classic Diminorian fairytale about a boy who was so good he exploded. Literally. And that's only slightly paraphrased.,,Bosquet-bonbon-bon-garçon - conte diminorien classique sur un garçon si bon qu'il explosa. Littéralement. Et ce n'est qu'une paraphrase légèrement exagérée.
561,WIS,Language,5,DIP - Death in Perpetuity.,,DIP - Mort à perpétuité.
562,DEX,City,13,"GSP Outlet - the main port in Dvârgby. (GSP stands for Great Steam Pit!) Cool place. You had a gig there at some point. But think about it too much, or you'll get those gremlin nightmares again.",,"Sortie GSP - port principal de Dvargby. GSP signifie Grande Fosse à Vapeur ! Endroit sympa. Tu y as eu un boulot à un moment. Mais n'y pense pas trop, ou tu vas refaire ces cauchemars."
563,INT,Geography,11,"Vetta Dei Re - a minor but wealthy gnomish settlement east of Norvik. They breed racing griffons, whom many journey to see during Game Season. It is built into the side of a dormant volcano, yet its small fertile valley is free of the curse of the Burned Coast.",,"Vetta Dei Re - petite mais riche colonie gnome à l'est de Norvik. Ils élèvent des griffons de course, que beaucoup viennent voir pendant la Saison des Jeux. Elle est bâtie sur le flanc d'un volcan endormi, mais sa petite vallée fertile est libre de la malédiction de la Côte brûlée."
564,CHA,Language,13,"VDR - short for Vetta Dei Re, a small Askanii city state known for its griffon racing. Real gambling palace, if you trust the stories.",,"VDR - abréviation de Vetta Dei Re, petite cité-État askanii connue pour ses courses de griffons. Un vrai palais du jeu, si tu crois les histoires."
565,DEX,Language,10,"Gold and Copper - a phrase from Reeds, meaning 'Gold Coin and Copper Press'. The two main methods of Freestrider success!",,Or et cuivre - expression des Reeds signifiant « Pièce d'or et Presse de cuivre ». Les deux grandes méthodes du succès libre-marcheur !
566,WIS,Esoterics,6,Chime - reflections of your esoteric inside.,,Carillon - reflets de ton intérieur ésotérique.
567,STR,Politics,16,"Millennium Empire - Léxandro's dream of an empire to last throughout the Eras. He knew well how the Arcanists, despite their greatness, could not last past their prime. Nor could the old monarchies of the Divine Era. Even the Beasts of Jor did not stand the test of time. It is the FASCISTS who will create lasting order. Only them.",,"Empire millénaire - le rêve de Lexandro : un empire qui durerait à travers les Ères. Il savait bien que les arcanistes, malgré leur grandeur, ne pouvaient survivre à leur apogée. Les anciennes monarchies de l'Ère divine non plus. Même les Bêtes de Jor n'ont pas résisté à l'épreuve du temps. Ce sont les FASCISTES qui créeront l'ordre durable. Eux seuls."
568,STR,Politics,10,"Fascism - an ideology born during the Coast War. Formed out of Léxandro's dream of a long-lasting empire, born out of the fallen theocracies of Reeds.",,"Fascisme - idéologie née pendant la Guerre de la Côte. Formée à partir du rêve de Lexandro d'un empire durable, né des théocraties déchues des Reeds."
569,INT,Politics,10,"Fascism - the ideology of nationalism, born during the fall of the Magocracies in Old Diminor. The term originates from the Gnomish 'fascio', which means something akin to 'a collection of warriors'.",,"Fascisme - idéologie du nationalisme, née pendant la chute des magocraties du Vieux Diminor. Le terme vient du gnome « fascio », qui signifie quelque chose comme « un groupe de guerriers »."
570,DEX,Politics,12,Fascist - an emotional and illogical nationalist extremist. Basically a cultist.,,"Fasciste - extrémiste nationaliste émotionnel et illogique. En gros, un cultiste."
571,STR,Politics,10,Fascist - a follower of Fascism.,,Fasciste - adepte du fascisme.
572,CHA,"Geography, History",12,"Old Diminor - today it's called Reeds. They changed the name because, well, the entire Band was pretty fucked up after the Coast War.",,"Vieux Diminor - aujourd'hui, on appelle ça les Reeds. Ils ont changé le nom parce que, eh bien, toute la Bande était salement foutue après la Guerre de la Côte."
573,STR,"History, Esoterics, Skills",13,"Death Knight - a term for warriors of necromancy. Many were created and fought during the Coast War, but most legendary were the Death Knights of the Shadow Lord, during the Divine Era.",,"Chevalier de la mort - terme pour les guerriers de nécromancie. Beaucoup furent créés et combattirent pendant la Guerre de la Côte, mais les plus légendaires furent les Chevaliers de la mort du Seigneur des Ombres, pendant l'Ère divine."
574,STR,Skills,9,"Wall Enforcer - Urthguard members trained to defend the walls of the city. They typically deal with creatures from the wilds breaching into the districts, even the unofficial ones. Typically some tough bastards, since they get to see so much combat.",,"Exécuteur du Mur - membres de l'Urthguard formés à défendre les murs de la ville. Ils s'occupent généralement des créatures sauvages qui franchissent les districts, même les non officiels. Typiquement de sacrés durs, vu tout le combat qu'ils voient."
575,STR,Skills,11,"Equestrian - Urthguard members trained in horsemanship. Sometimes referred to as the Knights of Norvik. They are few in number, but function as elite soldiers, usually dealing in politics in the Palace, or sent to deal with high-level situations. They also do work as foreign delegates, and most of them are nobles, for entirely honorable reasons.",,"Équestre - membres de l'Urthguard formés à l'équitation. Parfois appelés les Chevaliers de Norvik. Ils sont peu nombreux, mais servent de soldats d'élite, généralement impliqués dans la politique du Palais ou envoyés gérer les situations de haut niveau. Ils travaillent aussi comme délégués étrangers, et la plupart sont nobles, pour des raisons entièrement honorables."
576,STR,Skills,8,"Street Watcher - the most basic type of Urthguard member, trained to patrol the streets, deal with petty crimes, and generally act as THE LAW in every day life on the streets of Norvik. They are lead by Top Watchers.",,"Guetteur de rue - type le plus basique de membre de l'Urthguard, formé à patrouiller les rues, gérer les petits crimes et faire généralement office de LA LOI dans la vie quotidienne des rues de Norvik. Ils sont dirigés par des Hauts Guetteurs."
577,STR,Skills,8,"Top Watcher - high ranking Urthguard member working as a leader of a unit of Street Watchers. Many of them are low-ranking clerics, in order to leverage magic in their criminal investigations. This is the rank you aimed for, before getting scooped up into Tower politics.",,"Haut Guetteur - membre haut gradé de l'Urthguard dirigeant une unité de Guetteurs de rue. Beaucoup sont des clercs de bas rang, afin d'utiliser la magie dans leurs enquêtes criminelles. C'est le rang que tu visais avant d'être aspiré dans la politique des Tours."
578,DEX,City,11,"Lumiere Kolachov - big name reporter for the Post. She writes articles about all kinds of esoteric bullshit, and is able to turn anything into a compelling story.",,Lumiere Kolachov - grand nom du journalisme au Post. Elle écrit des articles sur toutes sortes de conneries ésotériques et sait transformer n'importe quoi en histoire captivante.
579,CHA,Language,8,"Skynda - dwarvish for 'hurry up, you bastards'.",,"Skynda - nain pour « dépêchez-vous, bande de salauds »."
580,WIS,History,14,"Aevan - one of the many theocratic cities which fell towards the end of the Divine Era. While little information about them survived the Arcane Era, what is remembered in history books is their strict adherence to a set of virtues. Today some scholars view this as a tyranny while others view it as a wisdom as more information is discovered about them.",,"Aevan - l'une des nombreuses cités théocratiques tombées vers la fin de l'Ère divine. Peu d'informations à leur sujet ont survécu à l'Ère arcanique, mais les livres d'histoire retiennent leur stricte adhésion à un ensemble de vertus. Aujourd'hui, certains savants y voient une tyrannie, tandis que d'autres y voient une sagesse à mesure que de nouvelles informations sont découvertes."
581,STR,"History, Religion",10,Vulgata - a lost religious text originally passed down within the ranks of the Order of the First Knights in Old Diminor. These great warriors used the teachings in this secretive and holy scripture to ultimately influence all modern ideas of chivarly and knighthood. All copies were said to have been destroyed when the order disbanded.,,"Vulgata - texte religieux perdu, transmis à l'origine dans les rangs de l'Ordre des Premiers Chevaliers du Vieux Diminor. Ces grands guerriers utilisèrent les enseignements de cette écriture secrète et sacrée pour influencer finalement toutes les idées modernes de chevalerie. Tous les exemplaires auraient été détruits lors de la dissolution de l'ordre."
582,STR,"History, Religion",10,"Order of the First Knights - when you picture a knight, a holy warriors acting as the moral cornerstone of any number of civilizations in Old Diminor, this is where it all began. The First Knights sadly disbanded during the early Coast War, but their ideals still live on to this day. Even your Urthguard armor is directly based on their famous designs.",,"Ordre des Premiers Chevaliers - quand tu imagines un chevalier, un saint guerrier servant de pierre angulaire morale à n'importe quelle civilisation du Vieux Diminor, c'est là que tout a commencé. Les Premiers Chevaliers se sont malheureusement dissous au début de la Guerre de la Côte, mais leurs idéaux vivent encore aujourd'hui. Même ton armure d'Urthguard est directement fondée sur leurs célèbres modèles."
583,CHA,City,17,"Skyline Boys - a magazine written by a group of rogue teenage girls. Mostly contains fan fiction of famous characters from other popular magazines, only here they make them kiss and hold hands and stuff. Usually only male characters, funnily enough.",,"Skyline Boys - magazine écrit par un groupe d'adolescentes renégates. Il contient surtout des fanfictions de personnages célèbres d'autres magazines populaires, sauf qu'ici elles les font s'embrasser, se tenir la main et compagnie. Généralement des personnages masculins, assez curieusement."
584,WIS,"Religion, History",11,"Shadow Lord - an early walking god of the Divine Era. Known for his legion of Death Knights, and the grasp they held over Old Diminor for close to a century. His city, Savalni, still stands today, and is where the remaining Shadow Clerics gather.",,"Seigneur des Ombres - ancien dieu marchant de l'Ère divine. Connu pour sa légion de Chevaliers de la mort et l'emprise qu'ils exercèrent sur le Vieux Diminor pendant près d'un siècle. Sa cité, Savalni, existe encore aujourd'hui, et c'est là que se rassemblent les derniers Clercs de l'Ombre."
585,WIS,Religion,8,"Walking God - the term used to describe the divine avatars who rose and fell in and around the Divine Era. Most major religions on the Coast today are built around these figures, and their influence can be felt everywhere. Urth was the last known Walking God when he faded, twenty-seven years ago.",,"Dieu marchant - terme utilisé pour décrire les avatars divins qui s'élevèrent et tombèrent autour de l'Ère divine. La plupart des grandes religions de la Côte actuelle reposent sur ces figures, et leur influence se sent partout. Urth fut le dernier Dieu marchant connu lorsqu'il s'effaça, il y a vingt-sept ans."
586,DEX,Geography,12,"Swoznia - the largest port city in Divinii Torum. Trades a ton with Norvik, at least in the last few years. You've heard the entirety of the damn city was built in a couple of months. The Golden Horde sure is crazy.",,"Swoznia - plus grande ville portuaire de Divinii Torum. Elle commerce énormément avec Norvik, du moins ces dernières années. Tu as entendu dire que toute cette foutue ville avait été construite en quelques mois. La Horde dorée est vraiment folle."
587,INT,Geography,14,"Ikh Nuuriin Gazar - the largest trade port in Kargamesh. Known for its great naval culture, and symbiosis with the local Grand Tortoises, which are utilized as ships.",,"Ikh Nuuriin Gazar - plus grand port commercial de Kargamesh. Connu pour sa grande culture navale et sa symbiose avec les Grandes Tortues locales, utilisées comme navires."
588,DEX,History,9,"Arganoff - leader of the infamous Weckish death squad and founder of the proto-fascist post-Arcanist rule in Savalni. A man synonymous with mass killings, tyranny, and general badness. He was brought to justice by a Freestrider tribunal.",,"Arganoff - chef du tristement célèbre escadron de la mort weckish et fondateur du régime proto-fasciste post-arcaniste de Savalni. Un homme synonyme de tueries de masse, de tyrannie et de méchanceté générale. Il fut traduit en justice par un tribunal libre-marcheur."
589,CHA,Language,12,RF - Revive Fund.,,FR - Fonds de Revivification.
590,INT,City,10,"Revive Fund - a type of life insurance. Monthly payments are made into an account that can be used to pay for the resurrection of the fallen holder, given they're under the age of 75 (human scale).",,"Fonds de Revivification - type d'assurance-vie. Des paiements mensuels sont versés sur un compte pouvant servir à payer la résurrection du titulaire tombé, à condition qu'il ait moins de 75 ans, échelle humaine."
591,DEX,"Politics, Skills",12,"Invisible Hand - a term coined by Êirik Smêd, a prominent Arcane Era scholar from Vourgeni. It basically refers to the forces of self-interest and competition that, when operating within a free market, unintentionally guide individual actions toward outcomes that benefit society as a whole. Good shit.",,"Main invisible - terme inventé par Eirik Smed, savant éminent de l'Ère arcanique originaire de Vourgeni. Il désigne en gros les forces de l'intérêt personnel et de la concurrence qui, lorsqu'elles opèrent dans un marché libre, guident involontairement les actions individuelles vers des résultats bénéfiques à la société dans son ensemble. De la bonne came."
592,INT,"Politics, City",8,News in Norvik - the second biggest newspaper in the city. Freestrider aligned. Infamous for their gossip and low-brow journalism.,,News in Norvik - deuxième plus grand journal de la ville. Aligné libre-marcheur. Tristement célèbre pour ses potins et son journalisme bas de gamme.
593,INT,"Politics, City",8,Norvikian Post - the biggest newspaper in the city. Founded over fifty years ago. Nationalist aligned. Anyone or anything that matters in Norvik will be written about in the Post.,,Norvikian Post - plus grand journal de la ville. Fondé il y a plus de cinquante ans. Aligné nationaliste. Quiconque ou quoi que ce soit d'important à Norvik finira dans le Post.
594,CHA,"City, Language",14,Postie - nickname for someone who reads the Norvikian Post.,,Postie - surnom de quelqu'un qui lit le Norvikian Post.
595,CHA,"City, Geography",11,"Stage Street - one of the main rows of Housing. Full of theatres, with shows playing almost every evening of the week.",,"Rue de la Scène - l'une des rues principales du Logement. Pleine de théâtres, avec des spectacles presque tous les soirs de la semaine."
596,INT,City,10,"Norvik - the central city of Askanii, and last bastion of humanity. It was founded upon the end of The Reconquest in 468 AE, exactly seventy years ago.",,"Norvik - cité centrale d'Askanii et dernier bastion de l'humanité. Elle fut fondée à la fin de la Reconquête en 468 EA, il y a exactement soixante-dix ans."
597,WIS,"City, Nature",10,"Bulette - the landshark predator. They burrow through the air with intense speeds. They have been known to invade Norvikian streets at times, taking many lives in the process.",,"Bulette - prédateur requin terrestre. Elles creusent l'air à une vitesse intense. On sait qu'elles envahissent parfois les rues norvikiennes, faisant de nombreuses victimes au passage."
598,WIS,"City, Literature",13,Lord Fikki and Bony Tim - a children's magazine from two decades ago. It was banned after the production company had a scandal involving bribes from the anti Bone Purge community.,,Seigneur Fikki et Bony Tim - magazine pour enfants d'il y a deux décennies. Il fut interdit après un scandale impliquant des pots-de-vin de la communauté anti-Purge des os.
599,WIS,"City, History",8,"The Conquest - the correct way of referring to the historical event in which humans founded Norvik. Most humans, however, refer to it as 'The Reconquest'.",,"La Conquête - manière correcte de désigner l'événement historique pendant lequel les humains fondèrent Norvik. La plupart des humains, toutefois, l'appellent « la Reconquête »."
600,INT,History,10,"Røykfall - the legendary dwarven family who ruled before and after the AFF. Today, their leader Ketel Røykfallson holds the Forgethrone and has managed to somehow keep the federated Union of Halls intacts.",,"Roykfall - légendaire famille naine qui régna avant et après la FPA. Aujourd'hui, leur dirigeant Ketel Roykfallson occupe le Trôneforge et a réussi d'une manière ou d'une autre à maintenir intacte l'Union fédérée des Salles."
601,INT,History,14,Union of Halls - the federation of multiple Undercoast kingdoms under the Røykfall Empire.,,Union des Salles - fédération de plusieurs royaumes de la Sous-Côte sous l'Empire Roykfall.
602,INT,History,12,"Røykfall Empire - the largest dwarven empire on the Undercoast. It has stood for a thousand years, in various forms, and even survived the short-lived Azgalist revolution. Today, they are slowly being torn apart through attempts to modernize, constitutionalize, and federalize their holdings.",,"Empire Roykfall - plus grand empire nain de la Sous-Côte. Il existe depuis mille ans, sous diverses formes, et a même survécu à la révolution azgaliste de courte durée. Aujourd'hui, il est lentement déchiré par les tentatives de moderniser, constitutionnaliser et fédéraliser ses possessions."
603,WIS,Politics,13,"Socialism – the softer form of Azgalism. While Azgal envisioned a stateless, classless society, with complete equity for all, socialism is a vision of communal ownership. In practice, this means a mixed economy, where the state acts on behalf of the people and mediates between private initiative and collective needs.",,"Socialisme - forme plus douce de l'azgalisme. Là où Azgal imaginait une société sans État et sans classes, avec une équité complète pour tous, le socialisme est une vision de propriété communale. En pratique, cela signifie une économie mixte, où l'État agit au nom du peuple et sert de médiateur entre l'initiative privée et les besoins collectifs."
604,WIS,Politics,13,"Democratic Socialism - the even softer form of socialism, with a state chosen by the people which controls, or at least regulates, the means of production for the needs of its people.",,"Socialisme démocratique - forme encore plus douce du socialisme, avec un État choisi par le peuple qui contrôle, ou au moins régule, les moyens de production selon les besoins de son peuple."
605,INT,History,14,"Umbrameexus - the All-Wise one. The black dragon of Old Diminor, known for holding the largest dragondom at his peak. His capital was the underground city of Silverslove, constructed under the central marshland of the band. His strength was based on esoteric might, and he was known to carry a hundred human wizards on his back when he went to war.",,"Umbrameexus - le Très-Sage. Le dragon noir du Vieux Diminor, connu pour avoir possédé le plus vaste dragondom à son apogée. Sa capitale était la cité souterraine de Silverslove, construite sous les marais centraux de la bande. Sa force reposait sur la puissance ésotérique, et on disait qu'il portait cent magiciens humains sur son dos lorsqu'il partait en guerre."
606,INT,History,16,"Fulgentior - the Blue Thunder. One of the few dragons who worked with the giants of Vourgeni, and built a cult among its hills. Known to have morphed into a living bolt of lightning during times of war.",,"Fulgentior - le Tonnerre Bleu. L'un des rares dragons à avoir travaillé avec les géants de Vourgeni, bâtissant un culte parmi ses collines. Il était connu pour se changer en éclair vivant en temps de guerre."
607,INT,Geography,14,"Silverslove - an ancient ruined city, hidden under the marshlands of central Reeds. It was abandoned towards the end of the Draconic Civil War, and very few have managed to ever gain entrance- and even fewer have ever returned from delving into its trapped and cursed halls.",,"Silverslove - antique cité en ruine cachée sous les marais du centre des Reeds. Elle fut abandonnée vers la fin de la Guerre civile draconique, et très peu ont réussi à y entrer ; encore moins sont revenus de ses salles piégées et maudites."
608,INT,Geography,16,"Laghbettistan - the second largest settlement in Fell Tire. A vast network of moving esoteric architecture shaped by the orc and ogre sorcerers. Sometimes called 'The Flowing City' for its smooth streets and bending towers. This was the first landing spot for the orcs, when they arrived on Jor, if you believe the legends.",,"Laghbettistan - deuxième plus grande colonie de Fell Tire. Vaste réseau d'architecture ésotérique mouvante façonnée par les sorciers orcs et ogres. Parfois appelée « la Cité coulante » pour ses rues lisses et ses tours courbées. Ce fut le premier lieu d'arrivée des orcs lorsqu'ils arrivèrent sur Jor, si tu crois les légendes."
609,INT,Language,8,"Makt - dwarven word, meaning approximately something akin to 'power' or 'control'.",,Makt - mot nain signifiant approximativement « pouvoir » ou « contrôle ».
610,CHA,"City, Language",9,PCG - Pest Control Guild.,,GD - Guilde de dératisation.
611,INT,Nature,8,"Gullbear - a feathered, yet land-bound monstrosity native to Askanii. Lives upon the Coast and is famous for its many attacks upon travelers of Norvikian roads.",,"Gullbear - monstruosité à plumes mais terrestre, native d'Askanii. Vit sur la Côte et est célèbre pour ses nombreuses attaques contre les voyageurs des routes norvikiennes."
612,INT,Geography,9,"Upperhollow Ridge - the underground half-mountain jutting out close to the Gravity Flip, right underneath Norvik. It is the area connecting parts of the City Below with the deeper Undercoast.",,"Crête d'Upperhollow - demi-montagne souterraine surgissant près du Retournement gravitationnel, juste sous Norvik. C'est la zone qui relie des parties de la Cité d'En Bas à la Sous-Côte plus profonde."
613,WIS,Geography,7,Trollskogen - a small forest located west of Norvik. It is infamous for still having a small clan of green trolls living within its borders.,,Trollskogen - petite forêt située à l'ouest de Norvik. Elle est tristement célèbre parce qu'un petit clan de trolls verts vit encore à l'intérieur de ses frontières.
614,CHA,"City, Geography",8,"Fig Alley - a street found in the Low Valley area of Housing. It has about half a dozen dance halls, and it's pretty much the number one party street in Norvik - at least if you're poor. There's better places if you've got actual status.",,"Allée des Figues - rue du secteur de Low Valley dans le Logement. Elle compte une demi-douzaine de salles de danse, et c'est à peu près la rue de fête numéro un de Norvik, du moins si tu es pauvre. Il y a de meilleurs endroits si tu as un vrai statut."
615,CHA,"City, Geography",9,"Low Valley area - just like it sounds, this is the place in Housing where, almost like a ravine, the ruins fade away and a scar in the earth opens up. The five or so blocks found within are pretty much without sun or moonlight, due to the steep surrounding slopes and tall, leaning (unregulated) buildings.",,"Secteur de Low Valley - exactement ce que le nom suggère : c'est l'endroit du Logement où, presque comme dans un ravin, les ruines s'effacent et une cicatrice s'ouvre dans la terre. Les cinq pâtés de maisons qu'on y trouve sont presque privés de soleil et de lune, à cause des pentes abruptes alentour et des grands bâtiments penchés et non réglementés."
616,WIS,Religion,10,The Future is Female - the catchphrase of the church of Lady Fair and Those Not.,,L'Avenir est féminin - slogan de l'église de Dame Juste et Celles Qui Ne Le Sont Pas.
617,CHA,Literature,16,Hae'xian Flame - a type of exotic dance routine. You've read about it in magazine tales- it's supposed to be rather erotic.,,Flamme hae'xienne - type de danse exotique. Tu en as lu dans des récits de magazine ; c'est censé être plutôt érotique.
618,DEX,City,15,"Octavio Pompus Durelius - the Hero of Waterlane! At least, that's what the papers call him. He's one of the Freestrider bigwigs, imported from Reeds.",,"Octavio Pompus Durelius - le Héros de Waterlane ! Du moins, c'est ce que disent les journaux. C'est l'un des gros bonnets libre-marcheurs, importé des Reeds."
619,INT,Literature,20,One piece - singular object.,,Une pièce - objet singulier.
620,INT,Esoterics,15,Magnum Arcanus - the great spell of a wizard. A term used to describe Arcanists who have achieved ultimate wizardry.,,Magnum Arcanus - le grand sort d'un magicien. Terme utilisé pour décrire les arcanistes ayant atteint la sorcellerie ultime.
621,INT,Geography,8,Inland - a term for travel towards the Endless Waste. Away from the Coast.,,Intérieur des terres - terme pour voyager vers les Désolations infinies. S'éloigner de la Côte.
622,INT,Geography,8,"Seaward - a term for travel towards the Coast, and towards Jor's Point.",,Vers la mer - terme pour voyager vers la Côte et vers la Pointe de Jor.
623,CHA,"History, City",12,Edgelord - the name of a famous death knight in service of the Shadow Lord. Also a term used for people who dress up in dark armor and brood a lot.,,Edgelord - nom d'un célèbre chevalier de la mort au service du Seigneur des Ombres. Aussi un terme pour les gens qui s'habillent en armure noire et broient du noir à longueur de temps.
624,STR,City,8,Containment Crypt - an area designated as confinement for bodies to avoid the risk of undeath. Many were erected beneath Norvik during the years of attempted reclamation of the Curselands.,,Crypte de confinement - zone désignée pour confiner les corps afin d'éviter le risque de non-mort. Beaucoup furent érigées sous Norvik pendant les années de tentative de reconquête des Terres maudites.
625,INT,Esoterics,10,"Jor's Limit - the term used to describe why spells above ninth level are considered impossible to cast by mortal hands. At least, before the Arcanists broke that limit.",,Limite de Jor - terme utilisé pour expliquer pourquoi les sorts au-dessus du neuvième niveau sont considérés impossibles à lancer par des mains mortelles. Du moins avant que les arcanistes ne brisent cette limite.
626,STR,City,8,"Stockade - the great prison-dungeon of Norvik. Comprised of a large section of the part of City Below that lays beneath the Palace, refitted to be used for modern rehabilitation and confinement of all types of convicted criminals.",,"Geôle - grande prison-donjon de Norvik. Elle comprend une large section de la partie de la Cité d'En Bas située sous le Palais, réaménagée pour la réhabilitation moderne et le confinement de toutes sortes de criminels condamnés."
627,INT,Geography,16,Xerkamoot - the vast network of near-surface caves found along the slopes of Vyz-Kha. Said to have held the lair of Esuth during his reign in Askan.,,Xerkamoot - vaste réseau de grottes proches de la surface le long des pentes de Vyz-Kha. On dit qu'il abritait l'antre d'Esuth pendant son règne en Askan.
628,INT,Geography,14,Lithian Moor - a small swamp on the outskirts of Urthport. Known to hold the seat of the former Lithian Kingdom.,,Marais de Lithia - petit marécage à la périphérie d'Urthport. Connu pour abriter le siège de l'ancien Royaume lithien.
629,INT,Geography,16,Lithian Kingdom - a lionfolk kingdom that once stretched far inland in Askan. It fell before the end of the Divine Era.,,Royaume lithien - royaume de peuple-lion qui s'étendait autrefois loin à l'intérieur d'Askan. Il tomba avant la fin de l'Ère divine.
630,INT,Geography,14,Errhammer - a vast family of dwarves. One of the first Exiled families to make contact with Urth's forces.,,Errhammer - vaste famille de nains. L'une des premières familles Exilées à prendre contact avec les forces d'Urth.
631,INT,Geography,18,"Goronite - a village of devils and half-dwarven tieflings up in Tol's Pass. Run by a Black Abishai, Thimmassia Gondora. They are often hired to protect wagons between the Vyz-Kha and Urthport.",,"Goronite - village de diables et de tieffelins demi-nains dans le col de Tol. Dirigé par une Abishaï noire, Thimmassia Gondora. Ils sont souvent engagés pour protéger les chariots entre Vyz-Kha et Urthport."
632,CHA,Geography,15,Tarmalm - a small mining village connected to Urthport. You read an article once about them dealing with an esoteric pocket in their mines.,,Tarmalm - petit village minier relié à Urthport. Tu as lu un article une fois sur leur gestion d'une poche ésotérique dans leurs mines.
633,INT,Geography,16,The Kettle - an Exile village in Tol's Pass and main connection between the Vyz-Kha and Urthport.,,La Bouilloire - village d'Exilés dans le col de Tol et principale connexion entre Vyz-Kha et Urthport.
634,INT,Geography,16,Lady's Heart - a halfling-led Torna fishing community a few miles north of Urthport.,,"Coeur de Dame - communauté de pêcheurs de la Torna menée par des halfelins, à quelques milles au nord d'Urthport."
635,INT,History,13,"Orgroh -  the great troll warlord, and one of the last holdouts against Urth. His name still haunts Tol's Pass, where the few trolls remaining in Askan plot their revenge.",,"Orgroh - le grand seigneur de guerre troll, et l'un des derniers à tenir contre Urth. Son nom hante encore le col de Tol, où les quelques trolls restants d'Askan complotent leur vengeance."
636,INT,Nature,12,"Lindwyrm - a serpent-esque draconic monstrosity native to Askan. You have never met one, but they are supposed to be fearsome.",,"Lindwyrm - monstruosité draconique serpentiforme native d'Askan. Tu n'en as jamais rencontré, mais ils sont censés être redoutables."
637,INT,Geography,15,Saltfri - the central sweetwater lake of Tol's Pass.,,Saltfri - lac central d'eau douce du col de Tol.
638,INT,Geography,16,New Saltfri - a small village on the road through Tol's Pass.,,New Saltfri - petit village sur la route traversant le col de Tol.
639,INT,Geography,19,"Sunnyside - a brachen-chopping community, far inland in Tol's Pass. A dangerous place, known to attract the most powerful of lumberjacks.",,"Sunnyside - communauté de coupeurs de brachen, loin dans l'intérieur du col de Tol. Endroit dangereux, connu pour attirer les plus puissants bûcherons."
