ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
505,CHA,Esoterics,9,Nilbog - terme pour un lanceur de sorts gobelin. Il a probablement commencé avec des connotations négatives.,,Nilbog - terme pour un lanceur de sorts gobelin. Il a probablement commencé avec des connotations négatives.
506,CHA,Language,8,"Peaux-vertes - terme péjoratif pour divers humanoïdes monstrueux de la Côte. Il désigne surtout orcs, gobelins et trolls, malgré le fait que la majorité de ces créatures n'ont pas, en réalité, la peau verte.",,"Peaux-vertes - terme péjoratif pour divers humanoïdes monstrueux de la Côte. Il désigne surtout orcs, gobelins et trolls, malgré le fait que la majorité de ces créatures n'ont pas, en réalité, la peau verte."
507,STR,History,10,Crann - le gobelin qui signa le Traité gobelin. Il servit Urth pendant de nombreuses années comme guerrier de Norvik.,,Crann - le gobelin qui signa le Traité gobelin. Il servit Urth pendant de nombreuses années comme guerrier de Norvik.
508,CHA,"History, Language",12,"Crann - le traître gobelin. Celui qui signa le Traité gobelin, livrant tout à Urth après le génocide gobelin. Parfois, les gobelins invoquent son nom pour traiter un autre gobelin d'« amoureux des humains ».",,"Crann - le traître gobelin. Celui qui signa le Traité gobelin, livrant tout à Urth après le génocide gobelin. Parfois, les gobelins invoquent son nom pour traiter un autre gobelin d'« amoureux des humains »."
509,WIS,Politics,12,"Folkmord - terme nain signifiant « génocide ». Il fut inventé à l'origine par Azgal lui-même, qui l'utilisa pour soutenir l'idée de droits des peuples.",,"Folkmord - terme nain signifiant « génocide ». Il fut inventé à l'origine par Azgal lui-même, qui l'utilisa pour soutenir l'idée de droits des peuples."
510,WIS,Politics,10,"Droits des peuples - droits inhérents à tous les êtres sentients, indépendamment du type de peuple, du sexe, de la nationalité, de l'ethnicité, de la langue, de la religion ou de tout autre statut. Diffusés à l'origine par Azgal, ils sont aujourd'hui un sujet brûlant de débat sur toute la Côte.",,"Droits des peuples - droits inhérents à tous les êtres sentients, indépendamment du type de peuple, du sexe, de la nationalité, de l'ethnicité, de la langue, de la religion ou de tout autre statut. Diffusés à l'origine par Azgal, ils sont aujourd'hui un sujet brûlant de débat sur toute la Côte."
511,INT,Esoterics,12,"Règle de proximité - règle de l'alignement. Si une action est entreprise au bénéfice d'une cible, alors plus cette cible est émotionnellement proche de toi, moins l'action sera bonne. Si la cible est plus éloignée de toi, comme un inconnu, accomplir pour elle des actions désintéressées produira davantage de bonté.",,"Règle de proximité - règle de l'alignement. Si une action est entreprise au bénéfice d'une cible, alors plus cette cible est émotionnellement proche de toi, moins l'action sera bonne. Si la cible est plus éloignée de toi, comme un inconnu, accomplir pour elle des actions désintéressées produira davantage de bonté."
512,WIS,History,13,"Inquisition draconique - série d'horribles génocides pendant les règnes des dragons dans le Vieux Diminor. Beaucoup de dragons exigeaient des offrandes religieuses à leurs cultes, et si elles n'étaient pas fournies, des peuples entiers étaient détruits.",,"Inquisition draconique - série d'horribles génocides pendant les règnes des dragons dans le Vieux Diminor. Beaucoup de dragons exigeaient des offrandes religieuses à leurs cultes, et si elles n'étaient pas fournies, des peuples entiers étaient détruits."
513,INT,"Geography, Esoterics",10,Magestone - l'une des universités les plus célèbres de la Côte. Située à New Thazen.,,Magestone - l'une des universités les plus célèbres de la Côte. Située à New Thazen.
514,CHA,Politics,9,"Radaz - terme pour les azgalistes radicaux. Des types assez inquiétants dans ces foules. Tu en étais un, autrefois, non ?",,"Radaz - terme pour les azgalistes radicaux. Des types assez inquiétants dans ces foules. Tu en étais un, autrefois, non ?"
515,DEX,"Language, Politics",14,AEFA - Accord économique libre-marcheur askanii. La version askanii d'un EFA. Chaque entreprise d'une Cité libre est inscrite dans l'un de ces accords.,,AEFA - Accord économique libre-marcheur askanii. La version askanii d'un EFA. Chaque entreprise d'une Cité libre est inscrite dans l'un de ces accords.
516,CHA,"Language, EM",14,"Brut - argot dégénératif pour « brute », originaire des recoins profonds de Sideways City, une conurbation située dans l'extrême nord des Reeds.",,"Brut - argot dégénératif pour « brute », originaire des recoins profonds de Sideways City, une conurbation située dans l'extrême nord des Reeds."
517,INT,Geography,12,"Sideways City - cité de l'extrême nord du centre des Reeds. Construite à partir d'une ancienne poche ésotérique, faisant basculer la gravité autour d'un point central. Son étalement urbain rampe sur les flancs d'une montagne fissurée. Considérée comme l'une des grandes merveilles façonnées du monde.",,"Sideways City - cité de l'extrême nord du centre des Reeds. Construite à partir d'une ancienne poche ésotérique, faisant basculer la gravité autour d'un point central. Son étalement urbain rampe sur les flancs d'une montagne fissurée. Considérée comme l'une des grandes merveilles façonnées du monde."
518,STR,City,7,Pointe d'Icebay - pointe orientale du District du Palais. Troisième plus grand port de Norvik.,,Pointe d'Icebay - pointe orientale du District du Palais. Troisième plus grand port de Norvik.
519,STR,Skills,12,"Vorpal - classification de qualité pour les armes tranchantes. Beaucoup d'Épées vorpales furent fabriquées pour les officiers pendant la Guerre de la Côte, mais beaucoup n'ont pas survécu à la nouvelle ère à cause d'une mauvaise fabrication.",,"Vorpal - classification de qualité pour les armes tranchantes. Beaucoup d'Épées vorpales furent fabriquées pour les officiers pendant la Guerre de la Côte, mais beaucoup n'ont pas survécu à la nouvelle ère à cause d'une mauvaise fabrication."
520,CHA,"Esoterics, Geography",14,"Le Flip - taverne populaire à la frontière entre le Logement et le Palais. Elle est construite autour d'un vieux temple contenant une poche ésotérique stable, qui inverse la gravité dans la moitié supérieure de la salle. C'est plutôt chouette de dîner au plafond.",,"Le Flip - taverne populaire à la frontière entre le Logement et le Palais. Elle est construite autour d'un vieux temple contenant une poche ésotérique stable, qui inverse la gravité dans la moitié supérieure de la salle. C'est plutôt chouette de dîner au plafond."
521,CHA,"Language, EM",12,Gay - ancien terme pour « heureux ».,,Gay - ancien terme pour « heureux ».
522,WIS,"Politics, City",16,Myran - ancienne cheffe et fondatrice de la Jeunesse azgalienne. Actuellement la seule contremaître femme du Conseil azgal de Norvik.,,Myran - ancienne cheffe et fondatrice de la Jeunesse azgalienne. Actuellement la seule contremaître femme du Conseil azgal de Norvik.
523,WIS,"Politics, City",11,Contremaître - l'un des membres dirigeants du Conseil azgal de Norvik.,,Contremaître - l'un des membres dirigeants du Conseil azgal de Norvik.
524,CHA,Politics,11,CAN - Conseil azgal de Norvik. La haute direction derrière ces syndicats ouvriers ridicules et tout le mouvement azgaliste à Norvik.,,CAN - Conseil azgal de Norvik. La haute direction derrière ces syndicats ouvriers ridicules et tout le mouvement azgaliste à Norvik.
525,WIS,Politics,11,"Conseil azgal de Norvik - parfois appelé CAN, c'est le groupe de contremaîtres, ou <i>avant-peuple</i>, qui guide le mouvement azgal à Norvik. Ils dirigent les mouvements syndicaux, les rassemblements azgals et tout le Parti ouvrier azgaliste.",,"Conseil azgal de Norvik - parfois appelé CAN, c'est le groupe de contremaîtres, ou <i>avant-peuple</i>, qui guide le mouvement azgal à Norvik. Ils dirigent les mouvements syndicaux, les rassemblements azgals et tout le Parti ouvrier azgaliste."
526,STR,Politics,16,Nazgalisme - azgalisme national. L'avenir de Norvik.,,Nazgalisme - azgalisme national. L'avenir de Norvik.
527,WIS,"Politics, Esoterics, Nature",12,"Druidisme - mouvement politique porté surtout par des bosquets de druides collectifs sur toute la Côte. Leurs idées divergent beaucoup, mais ils se concentrent avant tout sur la révérence envers la nature, les esprits primordiaux, et la recherche de relations honorables avec le paysage physique et tous ses habitants.",,"Druidisme - mouvement politique porté surtout par des bosquets de druides collectifs sur toute la Côte. Leurs idées divergent beaucoup, mais ils se concentrent avant tout sur la révérence envers la nature, les esprits primordiaux, et la recherche de relations honorables avec le paysage physique et tous ses habitants."
528,CHA,"Politics, Esoterics, Nature",14,"Druidisme - comme l'agrarianisme, mais plus libéral.",,"Druidisme - comme l'agrarianisme, mais plus libéral."
529,CHA,Language,7,"Fika - terme nain pour le thé et les biscuits, ou quelque chose d'autre de sucré. Généralement utilisé pour faire une pause au travail, au grand désarroi des employeurs partout.",,"Fika - terme nain pour le thé et les biscuits, ou quelque chose d'autre de sucré. Généralement utilisé pour faire une pause au travail, au grand désarroi des employeurs partout."
530,WIS,Language,10,Stackars - terme nain qui se traduit par quelque chose comme « pauvre petit » ou « malheur à toi ».,,Stackars - terme nain qui se traduit par quelque chose comme « pauvre petit » ou « malheur à toi ».
531,WIS,"Nature, Esoterics, EM",13,"Roc - oiseau gigantesque, bête née par des moyens ésotériques. On en trouve une poignée dans les cieux d'Askanii. Rien à voir avec les rochers.",,"Roc - oiseau gigantesque, bête née par des moyens ésotériques. On en trouve une poignée dans les cieux d'Askanii. Rien à voir avec les rochers."
532,INT,Spells,14,"Détection de pureté des potions - sort de divination de niveau 1, modification du sort Identification, centrée sur la détection des impuretés et erreurs dans les potions magiques.",,"Détection de pureté des potions - sort de divination de niveau 1, modification du sort Identification, centrée sur la détection des impuretés et erreurs dans les potions magiques."
533,INT,Esoterics,10,Potion de genre miroir - potion polymorphique unique et produite en masse qui inverse le buveur sur le spectre masculinité/féminité de Jor.,,Potion de genre miroir - potion polymorphique unique et produite en masse qui inverse le buveur sur le spectre masculinité/féminité de Jor.
534,INT,"Esoterics, City, Politics",10,"Évasion d'identité polymorphique - acte illégal consistant à changer d'identité pour contourner le contrôle gouvernemental, comme éviter les impôts, la prison ou une autre obligation réglementaire.",,"Évasion d'identité polymorphique - acte illégal consistant à changer d'identité pour contourner le contrôle gouvernemental, comme éviter les impôts, la prison ou une autre obligation réglementaire."
535,WIS,Politics,12,"Carotte - célèbre rebelle halfeline, combattant l'occupation céleste sur la Ligne dorée.",,"Carotte - célèbre rebelle halfeline, combattant l'occupation céleste sur la Ligne dorée."
536,CHA,City,8,Jammery - surnom de la Fabrique de confiture sur le Mur Nord. Ça sent délicieusement bon quand tu passes devant.,,Jammery - surnom de la Fabrique de confiture sur le Mur Nord. Ça sent délicieusement bon quand tu passes devant.
537,CHA,Language,11,NDA - accord de confidentialité. Un document qui t'oblige à la fermer au sujet de quelque chose. Généralement pas contraignant ésotériquement.,,NDA - accord de confidentialité. Un document qui t'oblige à la fermer au sujet de quelque chose. Généralement pas contraignant ésotériquement.
538,CHA,"Language, History",12,DLS - Dillan's Last Stand. Un bop de bar classique devenu très populaire à l'époque où tu es né. Tous les joueurs reedsiens le connaissent.,,DLS - Dillan's Last Stand. Un bop de bar classique devenu très populaire à l'époque où tu es né. Tous les joueurs reedsiens le connaissent.
539,WIS,History,10,"Dillan's Last Stand - poème sur un aventurier qui tue accidentellement son compagnon, puis dépense tout son trésor pour le ressusciter. De nos jours, on le considère comme légèrement raciste ; cependant, le morceau musical du même nom est encore joué sur toute la Côte.",,"Dillan's Last Stand - poème sur un aventurier qui tue accidentellement son compagnon, puis dépense tout son trésor pour le ressusciter. De nos jours, on le considère comme légèrement raciste ; cependant, le morceau musical du même nom est encore joué sur toute la Côte."
540,INT,Esoterics,8,Diskette - disque de pierre infusé d'ésotérisme et gravé avec un sort de Parole prononcée. Elles sont produites en masse depuis le milieu de l'Ère arcanique.,,Diskette - disque de pierre infusé d'ésotérisme et gravé avec un sort de Parole prononcée. Elles sont produites en masse depuis le milieu de l'Ère arcanique.
541,INT,Spells,8,"Parole prononcée - sort de transmutation de deuxième niveau. Il permet au lanceur de graver un message parlé sur une surface. Quiconque la touche entendra télépathiquement le message dans son esprit. Toutefois, depuis deux siècles, ce sort sert surtout à produire des disques musicaux en masse.",,"Parole prononcée - sort de transmutation de deuxième niveau. Il permet au lanceur de graver un message parlé sur une surface. Quiconque la touche entendra télépathiquement le message dans son esprit. Toutefois, depuis deux siècles, ce sort sert surtout à produire des disques musicaux en masse."
542,INT,Geography,10,"Îles lointaines - îles situées au profond de la Mer de Jor, encore plus loin que Middle Edge. Connues pour leurs habitants aberrants et les légendaires trésors de pirates cachés partout.",,"Îles lointaines - îles situées au profond de la Mer de Jor, encore plus loin que Middle Edge. Connues pour leurs habitants aberrants et les légendaires trésors de pirates cachés partout."
543,CHA,History,16,"Emmi'Veivila - légendaire reine pirate elfe. Elle tient plusieurs des routes commerciales les plus importantes de la Mer de Jor, et elle est connue pour braver même les raccourcis les plus ésotériques avec ses hommes de pont lions géants.",,"Emmi'Veivila - légendaire reine pirate elfe. Elle tient plusieurs des routes commerciales les plus importantes de la Mer de Jor, et elle est connue pour braver même les raccourcis les plus ésotériques avec ses hommes de pont lions géants."
544,INT,Esoterics,12,"Jeu de cartes merveilleuses - objet magique legendaire. Beaucoup ont ete documentes dans divers livres d'histoire depuis la Guerre des Portails, mais on en apercoit rarement dans la nature de nos jours.",,"Jeu de cartes merveilleuses - objet magique legendaire. Beaucoup ont ete documentes dans divers livres d'histoire depuis la Guerre des Portails, mais on en apercoit rarement dans la nature de nos jours."
545,WIS,Language,15,MGI - individus magiquement confirmés dans leur genre.,,MGI - individus magiquement confirmés dans leur genre.
546,CHA,Language,8,Nain sombre - terme péjoratif pour les Nains des profondeurs.,,Nain sombre - terme péjoratif pour les Nains des profondeurs.
547,INT,Folk,10,Nain des profondeurs - nain à la peau grise et aux yeux ardents vivant surtout le long de la Sous-Côte. Ils descendent de puissants élémentaires appelés Azers.,,Nain des profondeurs - nain à la peau grise et aux yeux ardents vivant surtout le long de la Sous-Côte. Ils descendent de puissants élémentaires appelés Azers.
548,INT,Esoterics,15,"Azer - élémentaire de feu ayant vaguement la forme d'un nain. Ils possédaient autrefois un royaume sur la Sous-Côte, jusqu'à ce qu'ils soient brisés par l'Invasion des Goules spectrales à la fin de l'Ère divine.",,"Azer - élémentaire de feu ayant vaguement la forme d'un nain. Ils possédaient autrefois un royaume sur la Sous-Côte, jusqu'à ce qu'ils soient brisés par l'Invasion des Goules spectrales à la fin de l'Ère divine."
549,CHA,History,12,Invasion des Goules spectrales - événement historique assez explicite. Armée morte-vivante levée par une liche anonyme. Elle brisa les Azers et laissa à leur place un ensemble de colonies de Nains des profondeurs.,,Invasion des Goules spectrales - événement historique assez explicite. Armée morte-vivante levée par une liche anonyme. Elle brisa les Azers et laissa à leur place un ensemble de colonies de Nains des profondeurs.
550,WIS,Folk,16,Nain des profondeurs - les nains de la Sous-Côte. Leur propre terme serait « Gloddvaerg ».,,Nain des profondeurs - les nains de la Sous-Côte. Leur propre terme serait « Gloddvaerg ».
551,INT,Geography,20,Stenstrup - tu en as entendu parler.,,Stenstrup - tu en as entendu parler.
552,CHA,City,15,"Astrid Timberholm - vieille noble dont tous les journaux parlaient l'an dernier. Elle avait vécu plusieurs années avec une horde d'étranges mimiques, et tout le monde pensait juste qu'elle était folle. Finalement, la Guilde de dératisation s'en est occupée, et ça a fait une sacrée histoire.",,"Astrid Timberholm - vieille noble dont tous les journaux parlaient l'an dernier. Elle avait vécu plusieurs années avec une horde d'étranges mimiques, et tout le monde pensait juste qu'elle était folle. Finalement, la Guilde de dératisation s'en est occupée, et ça a fait une sacrée histoire."
553,INT,Spells,10,"Rappel à la vie - sort de nécromancie de cinquième niveau. Il relève une créature d'entre les morts, si son décès remonte à moins de dix jours. C'est un sort très recherché de nos jours, et très peu sont capables de le lancer.",,"Rappel à la vie - sort de nécromancie de cinquième niveau. Il relève une créature d'entre les morts, si son décès remonte à moins de dix jours. C'est un sort très recherché de nos jours, et très peu sont capables de le lancer."
554,INT,City,8,"Université Bronzebanner - plus grand établissement savant public de Norvik. Soutenu par l'État, et souvent lieu de troubles politiques ces temps-ci à cause des manifestations étudiantes.",,"Université Bronzebanner - plus grand établissement savant public de Norvik. Soutenu par l'État, et souvent lieu de troubles politiques ces temps-ci à cause des manifestations étudiantes."
555,INT,History,12,"Grande Consolidation - événement du milieu de l'Ère arcanique, qui dura environ cinquante ans. Les arcanistes, ayant besoin de plus de main-d'oeuvre, organisèrent des immigrations massives depuis tous les coins de la Côte. Tous les humains, de toute origine, furent invités à rejoindre les différentes grandes cités magocratiques.",,"Grande Consolidation - événement du milieu de l'Ère arcanique, qui dura environ cinquante ans. Les arcanistes, ayant besoin de plus de main-d'oeuvre, organisèrent des immigrations massives depuis tous les coins de la Côte. Tous les humains, de toute origine, furent invités à rejoindre les différentes grandes cités magocratiques."
556,WIS,Folk,10,"Japonais - mystérieux peuple humain d'Ym, vivant dans un royaume isolé sur de grands plateaux, loin à l'intérieur des terres.",,"Japonais - mystérieux peuple humain d'Ym, vivant dans un royaume isolé sur de grands plateaux, loin à l'intérieur des terres."
557,CHA,"Language, Literature",8,"Samouraï - le truc le plus cool du monde, selon toi quand tu avais dix ans.",,"Samouraï - le truc le plus cool du monde, selon toi quand tu avais dix ans."
558,INT,"History, Literature",10,"Samouraï - caste guerrière mythique de la mystérieuse culture japonaise. On en sait peu sur eux, mais ça n'a jamais empêché personne de spéculer sur leurs origines dans les feuilletons de magazine.",,"Samouraï - caste guerrière mythique de la mystérieuse culture japonaise. On en sait peu sur eux, mais ça n'a jamais empêché personne de spéculer sur leurs origines dans les feuilletons de magazine."
559,INT,Spells,14,"Vol - sort de transmutation de troisième niveau. Il permet à la cible de se déplacer librement dans toutes les directions, sans tenir compte des lois gravitationnelles. Les vitesses atteintes avec ce sort peuvent être très intenses, et ont tué bien des magiciens au fil des ans.",,"Vol - sort de transmutation de troisième niveau. Il permet à la cible de se déplacer librement dans toutes les directions, sans tenir compte des lois gravitationnelles. Les vitesses atteintes avec ce sort peuvent être très intenses, et ont tué bien des magiciens au fil des ans."
560,CHA,Literature,10,Bosquet-bonbon-bon-garçon - conte diminorien classique sur un garçon si bon qu'il explosa. Littéralement. Et ce n'est qu'une paraphrase légèrement exagérée.,,Bosquet-bonbon-bon-garçon - conte diminorien classique sur un garçon si bon qu'il explosa. Littéralement. Et ce n'est qu'une paraphrase légèrement exagérée.
561,WIS,Language,5,DIP - Mort à perpétuité.,,DIP - Mort à perpétuité.
562,DEX,City,13,"Sortie GSP - port principal de Dvargby. GSP signifie Grande Fosse à Vapeur ! Endroit sympa. Tu y as eu un boulot à un moment. Mais n'y pense pas trop, ou tu vas refaire ces cauchemars.",,"Sortie GSP - port principal de Dvargby. GSP signifie Grande Fosse à Vapeur ! Endroit sympa. Tu y as eu un boulot à un moment. Mais n'y pense pas trop, ou tu vas refaire ces cauchemars."
563,INT,Geography,11,"Vetta Dei Re - petite mais riche colonie gnome à l'est de Norvik. Ils élèvent des griffons de course, que beaucoup viennent voir pendant la Saison des Jeux. Elle est bâtie sur le flanc d'un volcan endormi, mais sa petite vallée fertile est libre de la malédiction de la Côte brûlée.",,"Vetta Dei Re - petite mais riche colonie gnome à l'est de Norvik. Ils élèvent des griffons de course, que beaucoup viennent voir pendant la Saison des Jeux. Elle est bâtie sur le flanc d'un volcan endormi, mais sa petite vallée fertile est libre de la malédiction de la Côte brûlée."
564,CHA,Language,13,"VDR - abréviation de Vetta Dei Re, petite cité-État askanii connue pour ses courses de griffons. Un vrai palais du jeu, si tu crois les histoires.",,"VDR - abréviation de Vetta Dei Re, petite cité-État askanii connue pour ses courses de griffons. Un vrai palais du jeu, si tu crois les histoires."
565,DEX,Language,10,Or et cuivre - expression des Reeds signifiant « Pièce d'or et Presse de cuivre ». Les deux grandes méthodes du succès libre-marcheur !,,Or et cuivre - expression des Reeds signifiant « Pièce d'or et Presse de cuivre ». Les deux grandes méthodes du succès libre-marcheur !
566,WIS,Esoterics,6,Carillon - reflets de ton intérieur ésotérique.,,Carillon - reflets de ton intérieur ésotérique.
567,STR,Politics,16,"Empire millénaire - le rêve de Lexandro : un empire qui durerait à travers les Ères. Il savait bien que les arcanistes, malgré leur grandeur, ne pouvaient survivre à leur apogée. Les anciennes monarchies de l'Ère divine non plus. Même les Bêtes de Jor n'ont pas résisté à l'épreuve du temps. Ce sont les FASCISTES qui créeront l'ordre durable. Eux seuls.",,"Empire millénaire - le rêve de Lexandro : un empire qui durerait à travers les Ères. Il savait bien que les arcanistes, malgré leur grandeur, ne pouvaient survivre à leur apogée. Les anciennes monarchies de l'Ère divine non plus. Même les Bêtes de Jor n'ont pas résisté à l'épreuve du temps. Ce sont les FASCISTES qui créeront l'ordre durable. Eux seuls."
568,STR,Politics,10,"Fascisme - idéologie née pendant la Guerre de la Côte. Formée à partir du rêve de Lexandro d'un empire durable, né des théocraties déchues des Reeds.",,"Fascisme - idéologie née pendant la Guerre de la Côte. Formée à partir du rêve de Lexandro d'un empire durable, né des théocraties déchues des Reeds."
569,INT,Politics,10,"Fascisme - idéologie du nationalisme, née pendant la chute des magocraties du Vieux Diminor. Le terme vient du gnome « fascio », qui signifie quelque chose comme « un groupe de guerriers ».",,"Fascisme - idéologie du nationalisme, née pendant la chute des magocraties du Vieux Diminor. Le terme vient du gnome « fascio », qui signifie quelque chose comme « un groupe de guerriers »."
570,DEX,Politics,12,"Fasciste - extrémiste nationaliste émotionnel et illogique. En gros, un cultiste.",,"Fasciste - extrémiste nationaliste émotionnel et illogique. En gros, un cultiste."
571,STR,Politics,10,Fasciste - adepte du fascisme.,,Fasciste - adepte du fascisme.
572,CHA,"Geography, History",12,"Vieux Diminor - aujourd'hui, on appelle ça les Reeds. Ils ont changé le nom parce que, eh bien, toute la Bande était salement foutue après la Guerre de la Côte.",,"Vieux Diminor - aujourd'hui, on appelle ça les Reeds. Ils ont changé le nom parce que, eh bien, toute la Bande était salement foutue après la Guerre de la Côte."
573,STR,"History, Esoterics, Skills",13,"Chevalier de la mort - terme pour les guerriers de nécromancie. Beaucoup furent créés et combattirent pendant la Guerre de la Côte, mais les plus légendaires furent les Chevaliers de la mort du Seigneur des Ombres, pendant l'Ère divine.",,"Chevalier de la mort - terme pour les guerriers de nécromancie. Beaucoup furent créés et combattirent pendant la Guerre de la Côte, mais les plus légendaires furent les Chevaliers de la mort du Seigneur des Ombres, pendant l'Ère divine."
574,STR,Skills,9,"Exécuteur du Mur - membres de l'Urthguard formés à défendre les murs de la ville. Ils s'occupent généralement des créatures sauvages qui franchissent les districts, même les non officiels. Typiquement de sacrés durs, vu tout le combat qu'ils voient.",,"Exécuteur du Mur - membres de l'Urthguard formés à défendre les murs de la ville. Ils s'occupent généralement des créatures sauvages qui franchissent les districts, même les non officiels. Typiquement de sacrés durs, vu tout le combat qu'ils voient."
575,STR,Skills,11,"Équestre - membres de l'Urthguard formés à l'équitation. Parfois appelés les Chevaliers de Norvik. Ils sont peu nombreux, mais servent de soldats d'élite, généralement impliqués dans la politique du Palais ou envoyés gérer les situations de haut niveau. Ils travaillent aussi comme délégués étrangers, et la plupart sont nobles, pour des raisons entièrement honorables.",,"Équestre - membres de l'Urthguard formés à l'équitation. Parfois appelés les Chevaliers de Norvik. Ils sont peu nombreux, mais servent de soldats d'élite, généralement impliqués dans la politique du Palais ou envoyés gérer les situations de haut niveau. Ils travaillent aussi comme délégués étrangers, et la plupart sont nobles, pour des raisons entièrement honorables."
576,STR,Skills,8,"Guetteur de rue - type le plus basique de membre de l'Urthguard, formé à patrouiller les rues, gérer les petits crimes et faire généralement office de LA LOI dans la vie quotidienne des rues de Norvik. Ils sont dirigés par des Hauts Guetteurs.",,"Guetteur de rue - type le plus basique de membre de l'Urthguard, formé à patrouiller les rues, gérer les petits crimes et faire généralement office de LA LOI dans la vie quotidienne des rues de Norvik. Ils sont dirigés par des Hauts Guetteurs."
577,STR,Skills,8,"Haut Guetteur - membre haut gradé de l'Urthguard dirigeant une unité de Guetteurs de rue. Beaucoup sont des clercs de bas rang, afin d'utiliser la magie dans leurs enquêtes criminelles. C'est le rang que tu visais avant d'être aspiré dans la politique des Tours.",,"Haut Guetteur - membre haut gradé de l'Urthguard dirigeant une unité de Guetteurs de rue. Beaucoup sont des clercs de bas rang, afin d'utiliser la magie dans leurs enquêtes criminelles. C'est le rang que tu visais avant d'être aspiré dans la politique des Tours."
578,DEX,City,11,Lumiere Kolachov - grand nom du journalisme au Post. Elle écrit des articles sur toutes sortes de conneries ésotériques et sait transformer n'importe quoi en histoire captivante.,,Lumiere Kolachov - grand nom du journalisme au Post. Elle écrit des articles sur toutes sortes de conneries ésotériques et sait transformer n'importe quoi en histoire captivante.
579,CHA,Language,8,"Skynda - nain pour « dépêchez-vous, bande de salauds ».",,"Skynda - nain pour « dépêchez-vous, bande de salauds »."
580,WIS,History,14,"Aevan - l'une des nombreuses cités théocratiques tombées vers la fin de l'Ère divine. Peu d'informations à leur sujet ont survécu à l'Ère arcanique, mais les livres d'histoire retiennent leur stricte adhésion à un ensemble de vertus. Aujourd'hui, certains savants y voient une tyrannie, tandis que d'autres y voient une sagesse à mesure que de nouvelles informations sont découvertes.",,"Aevan - l'une des nombreuses cités théocratiques tombées vers la fin de l'Ère divine. Peu d'informations à leur sujet ont survécu à l'Ère arcanique, mais les livres d'histoire retiennent leur stricte adhésion à un ensemble de vertus. Aujourd'hui, certains savants y voient une tyrannie, tandis que d'autres y voient une sagesse à mesure que de nouvelles informations sont découvertes."
581,STR,"History, Religion",10,"Vulgata - texte religieux perdu, transmis à l'origine dans les rangs de l'Ordre des Premiers Chevaliers du Vieux Diminor. Ces grands guerriers utilisèrent les enseignements de cette écriture secrète et sacrée pour influencer finalement toutes les idées modernes de chevalerie. Tous les exemplaires auraient été détruits lors de la dissolution de l'ordre.",,"Vulgata - texte religieux perdu, transmis à l'origine dans les rangs de l'Ordre des Premiers Chevaliers du Vieux Diminor. Ces grands guerriers utilisèrent les enseignements de cette écriture secrète et sacrée pour influencer finalement toutes les idées modernes de chevalerie. Tous les exemplaires auraient été détruits lors de la dissolution de l'ordre."
582,STR,"History, Religion",10,"Ordre des Premiers Chevaliers - quand tu imagines un chevalier, un saint guerrier servant de pierre angulaire morale à n'importe quelle civilisation du Vieux Diminor, c'est là que tout a commencé. Les Premiers Chevaliers se sont malheureusement dissous au début de la Guerre de la Côte, mais leurs idéaux vivent encore aujourd'hui. Même ton armure d'Urthguard est directement fondée sur leurs célèbres modèles.",,"Ordre des Premiers Chevaliers - quand tu imagines un chevalier, un saint guerrier servant de pierre angulaire morale à n'importe quelle civilisation du Vieux Diminor, c'est là que tout a commencé. Les Premiers Chevaliers se sont malheureusement dissous au début de la Guerre de la Côte, mais leurs idéaux vivent encore aujourd'hui. Même ton armure d'Urthguard est directement fondée sur leurs célèbres modèles."
583,CHA,City,17,"Skyline Boys - magazine écrit par un groupe d'adolescentes renégates. Il contient surtout des fanfictions de personnages célèbres d'autres magazines populaires, sauf qu'ici elles les font s'embrasser, se tenir la main et compagnie. Généralement des personnages masculins, assez curieusement.",,"Skyline Boys - magazine écrit par un groupe d'adolescentes renégates. Il contient surtout des fanfictions de personnages célèbres d'autres magazines populaires, sauf qu'ici elles les font s'embrasser, se tenir la main et compagnie. Généralement des personnages masculins, assez curieusement."
584,WIS,"Religion, History",11,"Seigneur des Ombres - ancien dieu marchant de l'Ère divine. Connu pour sa légion de Chevaliers de la mort et l'emprise qu'ils exercèrent sur le Vieux Diminor pendant près d'un siècle. Sa cité, Savalni, existe encore aujourd'hui, et c'est là que se rassemblent les derniers Clercs de l'Ombre.",,"Seigneur des Ombres - ancien dieu marchant de l'Ère divine. Connu pour sa légion de Chevaliers de la mort et l'emprise qu'ils exercèrent sur le Vieux Diminor pendant près d'un siècle. Sa cité, Savalni, existe encore aujourd'hui, et c'est là que se rassemblent les derniers Clercs de l'Ombre."
585,WIS,Religion,8,"Dieu marchant - terme utilisé pour décrire les avatars divins qui s'élevèrent et tombèrent autour de l'Ère divine. La plupart des grandes religions de la Côte actuelle reposent sur ces figures, et leur influence se sent partout. Urth fut le dernier Dieu marchant connu lorsqu'il s'effaça, il y a vingt-sept ans.",,"Dieu marchant - terme utilisé pour décrire les avatars divins qui s'élevèrent et tombèrent autour de l'Ère divine. La plupart des grandes religions de la Côte actuelle reposent sur ces figures, et leur influence se sent partout. Urth fut le dernier Dieu marchant connu lorsqu'il s'effaça, il y a vingt-sept ans."
